Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lower middle income,LMC,4.203362387,4.373886598,3.835013288,6.281222372,7.88243457,6.798514727,7.440276324,7.695760954,4.542805168,5.049730071,7.515742839,5.469489932,4.881925241
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (all income levels),MEA,5.504376346,2.051079344,2.399869673,5.237262742,8.068060237,5.718127931,6.787929774,6.156122823,5.184832866,1.537636025,5.071621312,3.754972047,4.458192632
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (developing only),MNA,3.84322435,3.273740081,3.833284888,3.55132515,7.277790784,5.045308544,5.53886517,6.197716419,3.645845016,3.107648487,5.266307312,-1.565604685,3.25848577
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle income,MIC,5.458094454,3.361990055,4.790699646,5.560634142,7.624490179,7.018322499,7.982097977,8.524297637,5.509137781,3.386825011,7.923088613,6.063377845,5.193496854
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,North America,NAC,4.177236004,1.036236753,1.868364524,2.73393541,3.732033025,3.329750282,2.663947641,1.79768881,-0.171035515,-2.771126199,2.600133907,1.713294384,2.285131922
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Not classified,INX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,OECD members,OED,3.962552917,1.39548208,1.583825468,1.996268432,3.189447555,2.653951668,2.985873942,2.581410928,0.181970714,-3.548743569,2.91952019,1.73744232,1.261488572
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Other small states,OSS,3.692366583,5.270439419,4.184736961,4.58385354,8.196910813,5.021726022,5.024672359,8.086671237,4.622332413,-1.921162901,4.754597655,4.811138514,4.318259328
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pacific island small states,PSS,-0.908936556,1.347255305,2.169377297,1.831732032,4.288100634,1.888582428,2.259621774,1.044988191,1.700158235,-1.720043613,2.900353575,0.635539903,1.892144681
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Small states,SST,3.591155144,3.562032986,3.940489697,5.127827121,6.139899254,4.33411006,5.773280264,5.544813808,3.032344643,-2.749803672,2.660145226,3.021551801,2.913944218
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia,SAS,4.066742582,4.361269232,3.721280793,7.246182781,7.556301063,8.797461118,8.678158764,9.033955518,3.883071565,7.632016062,9.070419895,6.313950607,5.188680752
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (all income levels),SSF,3.494951725,3.758731283,3.48253584,4.322656857,9.407368141,5.177075247,6.078764287,6.093982851,4.520791849,1.99059421,5.23876766,4.21144937,3.962630605
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (developing only),SSA,3.439275278,3.494826805,3.370106392,4.259250302,9.163387579,5.037086633,6.052918461,6.006640766,4.456209869,2.090604522,5.36181229,4.234611329,3.937581741
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Upper middle income,UMC,5.881016314,3.025761039,5.112348904,5.321057534,7.53794863,7.092305273,8.163963707,8.800540317,5.823889925,2.851743502,8.05696346,6.257582466,5.294626821
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,4.261343669,1.841642216,2.084205353,2.759416261,4.148420961,3.589953946,4.085844264,3.943015517,1.456326356,-2.062202976,4.078066426,2.847301733,2.260133944
GDP at market prices (current US$),NY.GDP.MKTP.CD,Afghanistan,AFG,NA,2461666315,4128818042,4583648922,5285461999,6275076016,7057598407,9843842455,10190529882,12486943506,15936800636,17930239400,20536542737
GDP at market prices (current US$),NY.GDP.MKTP.CD,Albania,ALB,3632043908,4060758804,4435078648,5746945913,7314865176,8158548717,8992642349,10701011896,12881352688,12044212904,11926953259,12890867538,12319784787
GDP at market prices (current US$),NY.GDP.MKTP.CD,Algeria,DZA,54790060513,54744714110,56760288396,67863829705,85324998959,1.03198E+11,1.17027E+11,1.34977E+11,1.71001E+11,1.37211E+11,1.61207E+11,2.00013E+11,2.09047E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,American Samoa,ASM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GDP at market prices (current US$),NY.GDP.MKTP.CD,Andorra,ADO,1401694156,1484004617,1717563533,2373836214,2916913449,3248134607,3536451646,4010785102,4001349340,3649863493,3346317329,3427235709,3146177741
GDP at market prices (current US$),NY.GDP.MKTP.CD,Angola,AGO,9129634978,8936063723,15285594828,17812704825,23552047248,36970918699,52381006892,65266452081,88538611205,73157893410,83369475451,1.10891E+11,1.25492E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Antigua and Barbuda,ATG,783837851.9,773765185.2,802529333.3,839996370.4,898356148.1,997374111.1,1135143593,1289254333,1347349852,1206410370,1135539037,1129918370,1204713111
GDP at market prices (current US$),NY.GDP.MKTP.CD,Argentina,ARG,2.84204E+11,2.68697E+11,97724513456,1.27586E+11,1.81873E+11,2.20814E+11,2.62667E+11,3.29318E+11,4.03782E+11,3.76628E+11,4.6164E+11,5.5789E+11,6.04378E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Armenia,ARM,1911563665,2118467913,2376335048,2807061009,3576615240,4900469515,6384451606,9206301700,11662040714,8647936748,9260284938,10142111334,10619320049
GDP at market prices (current US$),NY.GDP.MKTP.CD,Aruba,ABW,1873452514,1920262570,1941094972,2021301676,2228279330,2331005587,2421474860,2623726257,2791960894,2498932961,2467703911,2584463687,NA
GDP at market prices (current US$),NY.GDP.MKTP.CD,Australia,AUS,4.14952E+11,3.78459E+11,3.94196E+11,4.66348E+11,6.12695E+11,6.93075E+11,7.46881E+11,8.53053E+11,1.05456E+12,9.26564E+11,1.14225E+12,1.38992E+12,1.53748E+12
GDP at market prices (current US$),NY.GDP.MKTP.CD,Austria,AUT,1.96422E+11,1.96954E+11,2.12971E+11,2.60721E+11,2.99857E+11,3.14649E+11,3.34309E+11,3.86459E+11,4.27612E+11,3.97594E+11,3.90235E+11,4.29011E+11,4.07373E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Azerbaijan,AZE,5272617196,5707618247,6236024951,7275766111,8680511918,13245421881,20983019924,33050343783,48852482960,44291490421,52902703376,65951627200,68730906314
GDP at market prices (current US$),NY.GDP.MKTP.CD,"Bahamas, The",BHS,6327552000,6516651000,6957996000,6949317000,7094413000,7706222000,7965588000,8318996000,8246650000,7820420000,7909580000,7889750000,8234470000
GDP at market prices (current US$),NY.GDP.MKTP.CD,Bahrain,BHR,9062906915,8976207713,9632155053,11074822074,13150166755,15968726862,18505053191,21730000000,25710877660,22938218085,25713271277,29044069149,30756462766
GDP at market prices (current US$),NY.GDP.MKTP.CD,Bangladesh,BGD,53369787319,53991289844,54724081491,60158929188,65108544250,69442943089,71819083684,79611888213,91631278239,1.02478E+11,1.15279E+11,1.28638E+11,1.33356E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Barbados,BRB,3121500000,3116500000,3169500000,3275000000,3514500000,3897500000,4303500000,4546000000,4595000000,4602000000,4445500000,4358000000,4313000000
GDP at market prices (current US$),NY.GDP.MKTP.CD,Belarus,BLR,12736856485,12354820144,14594925393,17825436035,23141587718,30210091837,36961821894,45275747861,60752177439,49208656976,55220932614,59734593905,63615445567
GDP at market prices (current US$),NY.GDP.MKTP.CD,Belgium,BEL,2.37905E+11,2.37842E+11,2.5886E+11,3.19003E+11,3.70885E+11,3.87366E+11,4.09813E+11,4.71822E+11,5.18626E+11,4.84553E+11,4.83577E+11,5.26975E+11,4.9778E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Belize,BLZ,832072464.7,871860610.9,932551870.5,990350000,1057850000,1114202700,1217442150,1290542550,1368625150,1336957250,1397113450,1487005600,1573867300
GDP at market prices (current US$),NY.GDP.MKTP.CD,Benin,BEN,2569186643,2680213931,3054571082,3905366188,4521424807,4803702821,5142380779,5969535132,7132787397,7097198712,6970240895,7814081156,8117100934
GDP at market prices (current US$),NY.GDP.MKTP.CD,Bermuda,BMU,3480219000,3680483000,3937228000,4186525000,4484703000,4868136000,5414299000,5895048000,6109928000,5806378000,5744414000,5550771000,5537537000
GDP at market prices (current US$),NY.GDP.MKTP.CD,Bhutan,BTN,439158233.2,476360697.2,537050133.7,622026107.8,702682019,818869145.1,897731524.9,1196091805,1258332337,1264758198,1585472534,1820207626,1823692110
GDP at market prices (current US$),NY.GDP.MKTP.CD,Bolivia,BOL,8397912509,8141537938,7905485216,8082364868,8773451739,9549077869,11451869165,13120183157,16674324634,17339992165,19649631308,23963033444,27084497540
GDP at market prices (current US$),NY.GDP.MKTP.CD,Bosnia and Herzegovina,BIH,5505984456,5748990666,6651226179,8370020196,10022840635,11225138297,12866524918,15776424773,19101455213,17600632147,17163117551,18628022033,17207368283
GDP at market prices (current US$),NY.GDP.MKTP.CD,Botswana,BWA,5788329609,5489608300,5438857107,7511582173,8957467707,9931134941,10126940513,10939053365,10945070442,10267128733,12786662035,15682931970,14792386725
GDP at market prices (current US$),NY.GDP.MKTP.CD,Brazil,BRA,6.55421E+11,5.59373E+11,5.07963E+11,5.5832E+11,6.69316E+11,8.9163E+11,1.10764E+12,1.39708E+12,1.69582E+12,1.66702E+12,2.20887E+12,2.61457E+12,2.46066E+12
GDP at market prices (current US$),NY.GDP.MKTP.CD,Brunei Darussalam,BRN,6001153306,5601090584,5843329108,6557333085,7872333215,9531402848,11470703002,12247694247,14393099069,10732366286,12370616062,16691533190,16953505122
GDP at market prices (current US$),NY.GDP.MKTP.CD,Bulgaria,BGR,13148099185,14135393876,16360346654,21074775206,26094622564,29821662537,34304448150,44765733380,54666642734,51783454184,49939168133,56949835052,53576670828
GDP at market prices (current US$),NY.GDP.MKTP.CD,Burkina Faso,BFA,2632700363,2812845514,3205592290,4205691222,4838551100,5462709498,5844669846,6771277871,8369637065,8369175126,8979966766,10724061339,11166061508
GDP at market prices (current US$),NY.GDP.MKTP.CD,Burundi,BDI,870486065.9,876794723.1,825394490.2,784654423.6,915257323.4,1117257279,1273180597,1356078278,1611634332,1739781489,2026864469,2355652126,2472384907
GDP at market prices (current US$),NY.GDP.MKTP.CD,Cambodia,KHM,3654031716,3979813388,4284028138,4658246907,5337833256,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14038383450
GDP at market prices (current US$),NY.GDP.MKTP.CD,Cameroon,CMR,9287367235,9633109350,10879778384,13621738837,15775357015,16587858857,17953066721,20431780378,23322254114,23381142147,23622483984,26587311528,26472056038
GDP at market prices (current US$),NY.GDP.MKTP.CD,Canada,CAN,7.39456E+11,7.32717E+11,7.52532E+11,8.87752E+11,1.0184E+12,1.16414E+12,1.31075E+12,1.45787E+12,1.54262E+12,1.37084E+12,1.61401E+12,1.7888E+12,1.83272E+12
GDP at market prices (current US$),NY.GDP.MKTP.CD,Cabo Verde,CPV,539227052.9,563024256.7,620974807.1,813963933.8,924318505.9,971976952.2,1107891063,1513933983,1789333749,1711817182,1664310770,1864824081,1751888562
GDP at market prices (current US$),NY.GDP.MKTP.CD,Cayman Islands,CYM,NA,NA,NA,NA,NA,NA,3207032513,NA,NA,NA,NA,NA,NA
GDP at market prices (current US$),NY.GDP.MKTP.CD,Central African Republic,CAF,914500299.1,931833302.8,991387870.1,1139754799,1270080251,1350301057,1460562038,1698125618,1985370058,1981728141,1986014846,2195599557,2169706564
GDP at market prices (current US$),NY.GDP.MKTP.CD,Chad,TCD,1385058162,1709347793,1987622279,2736666516,4414929220,6646663021,7422102520,8638711757,10351933632,9253484290,10657705072,12156380062,12368070169
GDP at market prices (current US$),NY.GDP.MKTP.CD,Channel Islands,CHI,6439703435,6232906290,6663669065,7332244898,8553643354,8827272727,9676172953,11514605842,NA,NA,NA,NA,NA
GDP at market prices (current US$),NY.GDP.MKTP.CD,Chile,CHL,79328640264,72336972322,70984568429,77840186385,1.00631E+11,1.24404E+11,1.54671E+11,1.73081E+11,1.79627E+11,1.71957E+11,2.17538E+11,2.50832E+11,2.65232E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,China,CHN,1.20526E+12,1.33223E+12,1.46191E+12,1.64993E+12,1.94175E+12,2.2686E+12,2.72978E+12,3.52309E+12,4.55843E+12,5.05942E+12,6.03966E+12,7.49243E+12,8.46162E+12
GDP at market prices (current US$),NY.GDP.MKTP.CD,Colombia,COL,99886577576,98203544965,97933392356,94684582573,1.17075E+11,1.46566E+11,1.6259E+11,2.07416E+11,2.43982E+11,2.33822E+11,2.87018E+11,3.35415E+11,3.6966E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Comoros,COM,203846427.8,220093812.2,246737679.5,317562269.4,368143118.7,380372892.6,406111873.5,462453582.9,517477678.6,514788082.3,516962886.8,566024620.5,550476566.1
GDP at market prices (current US$),NY.GDP.MKTP.CD,"Congo, Dem. Rep.",ZAR,19088046305,7438189100,8728038525,8937567060,10297483481,11964484668,14296507096,16364029327,19206060270,18262773821,20523285374,23849009738,27463220380
GDP at market prices (current US$),NY.GDP.MKTP.CD,"Congo, Rep.",COG,3219910666,2794259756,3019993723,3495868725,4648628840,6087002682,7731261311,8394688284,11859014004,9593536531,12007880590,14425607224,13677930124
GDP at market prices (current US$),NY.GDP.MKTP.CD,Costa Rica,CRI,15946443103,16403602943,16844378578,17517536016,18596365927,19964925503,22526463619,26322000105,29837895769,29382694861,36298327620,41237293551,45300669857
GDP at market prices (current US$),NY.GDP.MKTP.CD,Cote d'Ivoire,CIV,10717022463,11192560827,12346919216,15306602560,16554441847,17084928927,17800887796,20343635320,24224903100,24277493862,24884505035,25381616734,27040562587
GDP at market prices (current US$),NY.GDP.MKTP.CD,Croatia,HRV,21774273832,23289671102,26878499206,34658113497,41574530816,45416076681,50453577898,60093155533,70481451814,62703095751,59680624422,62249565359,56485301967
GDP at market prices (current US$),NY.GDP.MKTP.CD,Cuba,CUB,30565200000,31683300000,33590400000,35901500000,38202800000,42644200000,52742100000,58603500000,60806300000,62078600000,64328200000,68990140000,73139050000
GDP at market prices (current US$),NY.GDP.MKTP.CD,Curacao,CUW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GDP at market prices (current US$),NY.GDP.MKTP.CD,Cyprus,CYP,9929632422,10328979964,11345759615,14445240091,17164625000,18270009451,19866878479,23716042497,27493064742,25593262401,25247424011,27089174646,24940600822
GDP at market prices (current US$),NY.GDP.MKTP.CD,Czech Republic,CZE,61474265135,67375623427,81696651659,99300329682,1.18976E+11,1.3599E+11,1.55213E+11,1.88818E+11,2.35205E+11,2.0573E+11,2.07016E+11,2.27313E+11,2.06442E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Denmark,DNK,1.64159E+11,1.64791E+11,1.78635E+11,2.18096E+11,2.51243E+11,2.6456E+11,2.82961E+11,3.195E+11,3.52592E+11,3.19762E+11,3.19811E+11,3.41499E+11,3.22277E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Djibouti,DJI,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942
GDP at market prices (current US$),NY.GDP.MKTP.CD,Dominica,DMA,335845808.9,343119364.3,337695734.8,350091216,374771474.9,370370370.4,390370370.4,421481481.5,458148148.1,489259259.3,493703703.7,501481481.5,485185185.2
GDP at market prices (current US$),NY.GDP.MKTP.CD,Dominican Republic,DOM,23996100575,24892595799,26571659051,21277171990,22039210346,34004081037,35952890849,44073886687,48152993003,48193458083,53864484468,58361928552,60595109805
GDP at market prices (current US$),NY.GDP.MKTP.CD,Ecuador,ECU,18327764882,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000
GDP at market prices (current US$),NY.GDP.MKTP.CD,"Egypt, Arab Rep.",EGY,99838543960,97632008710,87850683979,82924503943,78845185293,89685725230,1.07484E+11,1.30479E+11,1.62818E+11,1.88982E+11,2.18888E+11,2.36002E+11,2.76353E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,El Salvador,SLV,13134100000,13812700000,14306700000,15046700000,15798300000,17093800000,18550700000,20104900000,21431000000,20661000000,21418300000,23139000000,23813600000
GDP at market prices (current US$),NY.GDP.MKTP.CD,Equatorial Guinea,GNQ,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,9144693758,10776721748,16021701872,10219467607,12709498548,17229758160,18011041667
GDP at market prices (current US$),NY.GDP.MKTP.CD,Eritrea,ERI,706370815.6,752368495.5,729321366.7,870247703.2,1109054005,1098425901,1211161880,1317974491,1380188800,1856695551,2117039512,2607739837,NA
GDP at market prices (current US$),NY.GDP.MKTP.CD,Estonia,EST,5685773519,6245072062,7322068381,9833875339,12059204969,14006093769,16963630661,22237065426,24194038377,19652486802,19494662252,23168793439,23135266649
GDP at market prices (current US$),NY.GDP.MKTP.CD,Ethiopia,ETH,8242392104,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414
GDP at market prices (current US$),NY.GDP.MKTP.CD,Faroe Islands,FRO,1062339944,1154899793,1268445919,1486861879,1683997930,1730891409,1970142378,2278229533,2413237402,2257097732,2301178416,2468748768,2356505419
GDP at market prices (current US$),NY.GDP.MKTP.CD,Fiji,FJI,1684109743,1660102346,1842691481,2315935753,2727507213,3006725015,3102741451,3405050612,3523185920,2870624636,3140508836,3774537140,3977652383
GDP at market prices (current US$),NY.GDP.MKTP.CD,Finland,FIN,1.2554E+11,1.2925E+11,1.39553E+11,1.71071E+11,1.96768E+11,2.04436E+11,2.16553E+11,2.55385E+11,2.83742E+11,2.51499E+11,2.47815E+11,2.73657E+11,2.56706E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,France,FRA,1.36844E+12,1.38222E+12,1.50034E+12,1.84812E+12,2.12411E+12,2.20368E+12,2.32501E+12,2.66311E+12,2.92347E+12,2.69383E+12,2.64699E+12,2.8625E+12,2.68142E+12
GDP at market prices (current US$),NY.GDP.MKTP.CD,French Polynesia,PYF,3447543138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GDP at market prices (current US$),NY.GDP.MKTP.CD,Gabon,GAB,5067865321,5018874179,5310381151,6497305662,7756293575,9458884812,10154041930,12438956756,15508574820,12152235251,14358584300,18186478120,17171447372
GDP at market prices (current US$),NY.GDP.MKTP.CD,"Gambia, The",GMB,782915402.4,687408804.6,578236035.1,487038821.6,578785278.8,624174723.7,655068696,798870894.2,965769128.2,900639747.9,952429030.4,904256643.4,912569686.8
GDP at market prices (current US$),NY.GDP.MKTP.CD,Georgia,GEO,3057453483,3219487825,3395778674,3991374549,5125273881,6410941013,7745406201,10172869680,12795044473,10766836277,11638536834,14434619982,15846474596
GDP at market prices (current US$),NY.GDP.MKTP.CD,Germany,DEU,1.94995E+12,1.95065E+12,2.07914E+12,2.50573E+12,2.81925E+12,2.86141E+12,3.00245E+12,3.43995E+12,3.75237E+12,3.41801E+12,3.4173E+12,3.75746E+12,3.53962E+12
GDP at market prices (current US$),NY.GDP.MKTP.CD,Ghana,GHA,4983024408,5314909954,6166330136,7632406553,8881368538,10731634117,20409257610,24758819718,28526891010,25977847814,32174772956,39566292433,41939728979
GDP at market prices (current US$),NY.GDP.MKTP.CD,Greece,GRC,1.30495E+11,1.36191E+11,1.53831E+11,2.01924E+11,2.40521E+11,2.47783E+11,2.73318E+11,3.18498E+11,3.54461E+11,3.3E+11,2.99379E+11,2.8778E+11,2.45671E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Greenland,GRL,1068024994,1086170639,1169136691,1402452662,1617227234,1650283229,1811232805,2039990870,2301745558,2314737667,2287220565,2503747857,2356004771
GDP at market prices (current US$),NY.GDP.MKTP.CD,Grenada,GRD,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695370296.3,698518518.5,758518518.5,825925925.9,771278098.1,771015875.9,778648670.4,799882130
GDP at market prices (current US$),NY.GDP.MKTP.CD,Guam,GUM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GDP at market prices (current US$),NY.GDP.MKTP.CD,Guatemala,GTM,19290566570,18702803044,20776403595,21917430518,23965275027,27211376361,30231249704,34113107920,39136436508,37733609954,41338008265,47654787037,50388460223
GDP at market prices (current US$),NY.GDP.MKTP.CD,Guinea,GIN,2995360969,2833442750,2949637039,3446442219,3666349049,2937071767,2931625105,4134173275,4515824647,4609923756,4735956493,5067360009,5667229759
GDP at market prices (current US$),NY.GDP.MKTP.CD,Guinea-Bissau,GNB,370173851.9,392278164.4,415843479.8,476388249.3,531109346.8,586791836.1,591829897.5,695606313.9,864107768.3,825796952.7,847491366.9,1103652041,958857944.2
GDP at market prices (current US$),NY.GDP.MKTP.CD,Guyana,GUY,712667896.7,696281471.7,722460886.4,741929342.8,785918769.6,824880550.3,1458446872,1740334782,1922603032,2025565089,2259288396,2576597596,2851149183
GDP at market prices (current US$),NY.GDP.MKTP.CD,Haiti,HTI,3953846311,3596443005,3472191962,2960306121,3537720277,4310358096,4757289752,5885325590,6548530572,6584649419,6622541529,7516834160,7890216508
GDP at market prices (current US$),NY.GDP.MKTP.CD,Honduras,HND,7105542971,7566498403,7776435882,8140271081,8772194250,9672035709,10841742348,12275501784,13789715133,14587496229,15839344592,17710315006,18528601901
GDP at market prices (current US$),NY.GDP.MKTP.CD,"Hong Kong SAR, China",HKG,1.71668E+11,1.69403E+11,1.66349E+11,1.61385E+11,1.691E+11,1.8157E+11,1.93536E+11,2.11597E+11,2.1928E+11,2.14046E+11,2.28638E+11,2.48514E+11,2.62629E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Hungary,HUN,47169872903,53656435272,67516529107,84998508738,1.03641E+11,1.12531E+11,1.14734E+11,1.3908E+11,1.57095E+11,1.29774E+11,1.30094E+11,1.39931E+11,1.27176E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Iceland,ISL,8924735423,8126161154,9161798221,11297018603,13704440838,16749309720,17041293816,21293841230,17530651670,12855269884,13236887873,14665358677,14194519025
GDP at market prices (current US$),NY.GDP.MKTP.CD,India,IND,4.76609E+11,4.93954E+11,5.23968E+11,6.18356E+11,7.21585E+11,8.34215E+11,9.49117E+11,1.2387E+12,1.2241E+12,1.36537E+12,1.70846E+12,1.83581E+12,1.83178E+12
GDP at market prices (current US$),NY.GDP.MKTP.CD,Indonesia,IDN,1.65021E+11,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10229E+11,5.3958E+11,7.55094E+11,8.92969E+11,9.1787E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,"Iran, Islamic Rep.",IRN,1.09592E+11,1.26879E+11,1.28627E+11,1.53545E+11,1.83697E+11,2.19846E+11,2.58646E+11,3.37474E+11,3.9719E+11,3.98978E+11,4.6779E+11,5.92038E+11,5.87209E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Iraq,IRQ,NA,NA,NA,NA,36627901762,49954890353,65140293688,88840050497,1.31614E+11,1.11661E+11,1.38517E+11,1.8575E+11,2.17969E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Ireland,IRL,99833960199,1.09077E+11,1.27938E+11,1.64537E+11,1.93911E+11,2.11389E+11,2.31995E+11,2.69715E+11,2.74714E+11,2.35387E+11,2.20076E+11,2.41785E+11,2.24652E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Isle of Man,IMY,1563667800,1614595291,1897606791,2264911807,2758117365,2971167185,3344402193,4062367148,NA,NA,NA,NA,NA
GDP at market prices (current US$),NY.GDP.MKTP.CD,Israel,ISR,1.32397E+11,1.30752E+11,1.21093E+11,1.2675E+11,1.35419E+11,1.42838E+11,1.54511E+11,1.79564E+11,2.1676E+11,2.08069E+11,2.34322E+11,2.61764E+11,2.59614E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Italy,ITA,1.14221E+12,1.16278E+12,1.26704E+12,1.57033E+12,1.79913E+12,1.85351E+12,1.94353E+12,2.20409E+12,2.39188E+12,2.18624E+12,2.12675E+12,2.27809E+12,2.07463E+12
GDP at market prices (current US$),NY.GDP.MKTP.CD,Jamaica,JAM,8929375580,9087918837,9694161516,9399452788,10150978155,11204416000,11905525197,12824094990,13678551838,12037473161,13190512703,14396816914,14746420946
GDP at market prices (current US$),NY.GDP.MKTP.CD,Japan,JPN,4.7312E+12,4.15986E+12,3.98082E+12,4.30294E+12,4.6558E+12,4.57187E+12,4.35675E+12,4.35635E+12,4.84918E+12,5.03514E+12,5.49539E+12,5.90563E+12,5.95448E+12
GDP at market prices (current US$),NY.GDP.MKTP.CD,Jordan,JOR,8457923956,8972965058,9580161861,10193023676,11407566734,12588665303,15056936953,17110609732,21971835283,23818322958,26425379437,28840263380,30937277606
GDP at market prices (current US$),NY.GDP.MKTP.CD,Kazakhstan,KAZ,18291990619,22152689130,24636598581,30833692831,43151647003,57123671734,81003884545,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,1.88049E+11,2.03517E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Kenya,KEN,12705357103,12986007426,13147743911,14904517650,16095337094,18737895401,25825524821,31958195182,35895153328,37021512049,39999659234,41953433591,50410164014
GDP at market prices (current US$),NY.GDP.MKTP.CD,Kiribati,KIR,67512697.12,63101272.37,72259045.96,90148518.06,102220914.8,106149546.4,104668674.7,123002259.2,135044455.6,127125253.5,150431113.6,172253739,174984468.8
GDP at market prices (current US$),NY.GDP.MKTP.CD,"Korea, Dem. People’s Rep.",PRK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GDP at market prices (current US$),NY.GDP.MKTP.CD,"Korea, Rep.",KOR,5.61633E+11,5.33052E+11,6.0902E+11,6.80521E+11,7.64881E+11,8.98137E+11,1.0118E+12,1.12268E+12,1.00222E+12,9.01935E+11,1.0945E+12,1.20246E+12,1.22281E+12
GDP at market prices (current US$),NY.GDP.MKTP.CD,Kosovo,KSV,1849196082,2535333632,2702427047,3355083117,3639935348,3736599925,4078158324,4833561456,5687488209,5653792720,5829933775,6692521546,6500321213
GDP at market prices (current US$),NY.GDP.MKTP.CD,Kuwait,KWT,37711864407,34890772742,38137545245,47875838926,59440108585,80797945205,1.01551E+11,1.14641E+11,1.47396E+11,1.059E+11,1.15419E+11,1.54028E+11,1.7407E+11
GDP at market prices (current US$),NY.GDP.MKTP.CD,Kyrgyz Republic,KGZ,1369691955,1525113501,1605640633,1919012781,2211535312,2460246796,2834168889,3802566171,5139957785,4690062255,4794357795,6197766119,6605139933
GDP at market prices (current US$),NY.GDP.MKTP.CD,Lao PDR,LAO,1731198022,1768619058,1758176653,2023324407,2366398120,2735558735,3452882514,4222962988,5443915121,5832915387,7181441140,8283218734,9359185244
GDP at market prices (current US$),NY.GDP.MKTP.CD,Latvia,LVA,7934770568,8347312514,9537868349,11734856721,14359465331,16903250778,21410923000,30847189167,35542093261,26144610787,23743309486,28385281828,28023276372
GDP at market prices (current US$),NY.GDP.MKTP.CD,Lebanon,LBN,17260364842,17649751244,19152238806,20082918740,20955223881,21287562189,21796351575,24577114428,28829850746,35139635158,38009950249,40078938640,43205095854
